run lasted   0.00109s,,0.00109
run lasted   0.00554s,,0.00554
run lasted   0.00445s,,0.00554
run lasted   0.00484s,,0.00484
run lasted   0.00143s,,0.00143
run lasted   0.00091s,,0.00091
run lasted   0.00965s,,0.00965
run lasted   0.00520s,,0.0052
run lasted   0.01262s,,0.01262
run lasted   0.00295s,,0.00295
,,
,SUM,0.04977
,AVERAGE,0.004977
